TRX_ID,TRX_TS,PRODUCT_ID,PRODUCT_NAME,SALES
5643,12/10/18 14.35,283,Hot/Ice Lemon Tea,26000
5643,12/10/18 14.35,237,Nasi Goreng Jawa,48000
5643,12/10/18 14.35,357,Pisang Goreng,10000
5643,12/10/18 14.35,413,Teh Tubruk,18000
5643,12/10/18 14.35,281,Teh Tubruk,12000
5644,12/10/18 14.31,228,Bakmi Godog Keju,30000
5644,12/10/18 14.31,278,Kopi Tubruk,24000
5644,12/10/18 14.31,258,Pisang Goreng,28000
5644,12/10/18 14.31,281,Teh Tubruk,12000
5645,12/10/18 18.15,270,Kopi Tubruk,28000
5645,12/10/18 18.15,278,Kopi Tubruk,24000
5645,12/10/18 18.15,278,Kopi Tubruk,24000
5645,12/10/18 18.15,273,Nasi Putih,7042
5645,12/10/18 18.15,344,Pisang Goreng,25000
5645,12/10/18 18.15,257,Rawon,27000
5645,12/10/18 18.15,273,Soto Ayam,26000
5645,12/10/18 18.15,413,Teh Tubruk,18000
5646,12/10/18 19.22,228,Bakmi Godog Keju,30000
5646,12/10/18 19.22,236,Nasi Putih,7000
5646,12/10/18 19.22,233,Rawon,36000
5646,12/10/18 19.22,281,Teh Tubruk,12000
5647,12/10/18 19.32,228,Bakmi Godog Keju,30000
5647,12/10/18 19.32,306,Mineral Water,8000
5647,12/10/18 19.32,246,Nasi Putih,7043
5647,12/10/18 19.32,246,Soto Ayam,34000
5648,12/10/18 20.00,228,Bakmi Godog Keju,30000
5649,12/10/18 20.01,231,Nasi Goreng Jawa,34000
5649,12/10/18 20.01,255,Pisang Goreng,24000
5649,12/10/18 20.01,281,Teh Tubruk,12000
5649,12/10/18 20.01,281,Teh Tubruk,12000
5650,12/10/18 22.24,252,French Fries,30000
5650,12/10/18 22.24,264,Latte,34000
5650,12/10/18 22.24,412,Teh Tubruk,18000
5651,12/11/18 15.27,278,Kopi Tubruk,24000
5651,12/11/18 15.27,278,Kopi Tubruk,24000
5652,12/11/18 15.58,302,Fresh Orange Juice,34000
5652,12/11/18 15.58,358,Teh Tarik,20000
5653,12/11/18 19.17,229,Bakmi Goreng Jawa,35000
5653,12/11/18 19.17,231,Nasi Goreng Jawa,34000
5654,12/11/18 19.55,279,Teh Tarik,27000
5655,12/11/18 19.06,228,Bakmi Godog Keju,30000
5655,12/11/18 19.06,232,Bakmi Goreng Jawa,38000
5655,12/11/18 19.06,334,Extra Kerupuk Putih,6000
5655,12/11/18 19.06,278,Kopi Tubruk,24000
5655,12/11/18 19.06,276,Kopi Tubruk,18000
5655,12/11/18 19.06,264,Latte,34000
5655,12/11/18 19.06,296,Macchiato,30000
5655,12/11/18 19.06,285,Mineral Water,26000
5655,12/11/18 19.06,329,Nasi Goreng Jawa,32000
5655,12/11/18 19.06,256,Pisang Goreng,24000
5656,12/11/18 19.05,232,Bakmi Goreng Jawa,38000
